<<<<<<< HEAD
+,-2454,-5550,17266,0.35,0.04,-0.51,6242
+,420,-8988,16092,0.33,0.07,-0.71,6348
+,-2456,-5854,16402,0.30,0.09,-0.90,6455
+,-1822,-4464,11876,0.27,0.12,-1.05,6561
+,-1196,-5294,11866,0.24,0.14,-1.11,6667
+,6106,-9076,12908,0.19,0.18,-1.10,6774
+,6502,-9162,11338,0.12,0.22,-1.11,6880
+,5480,-8050,16316,0.03,0.32,-1.15,6986
+,9618,-11370,18208,-0.09,0.37,-1.19,7093
+,2854,-6306,21822,-0.24,0.41,-1.28,7202
+,12672,-16278,28022,-0.38,0.38,-1.31,7309
+,1606,-14014,29772,-0.51,0.31,-1.38,7415
+,-1708,-17214,31006,-0.56,0.22,-1.46,7522
+,-20536,-3562,27840,-0.54,0.16,-1.54,7629
+,3126,-21120,19910,-0.46,0.03,-1.90,7736
+,-11250,-13222,22200,-0.39,-0.06,-2.32,7843
+,-11246,-6310,22720,-0.30,-0.09,-2.75,7950
+,-11860,-5900,21790,-0.18,-0.09,-3.12,8056
+,-20476,-1070,19444,-0.05,-0.05,-2.93,8163
+,-20326,-3428,18562,0.07,-0.00,-2.77,8270
+,-17780,-6066,14326,0.14,-0.00,-2.59,8377
+,-14866,-10066,12274,0.19,0.02,-2.36,8486
+,-13552,-10374,15960,0.23,0.01,-2.10,8593
+,-14956,-6836,10894,0.29,0.03,-1.86,8699
+,-14956,-6836,10894,0.29,0.03,-1.86,8856
+,-4356,-13522,11062,0.34,0.12,-0.52,8963
+,8784,-21200,13534,0.20,0.23,-0.69,9069
+,-5454,-13938,20048,0.02,0.42,-1.00,9175
+,13166,-26562,21144,-0.16,0.52,-1.33,9282
+,-1814,-20282,29542,-0.45,0.59,-1.81,9388
+,1120,-22900,32767,-0.68,0.57,-2.10,9494
+,-7206,-19532,32767,-0.84,0.47,-2.27,9601
+,-16532,-16868,32767,-0.86,0.34,-2.43,9707
+,-16688,-18740,32767,-0.77,0.22,-2.48,9815
+,-19206,-22076,30014,-0.63,0.11,-2.48,9922
+,-21968,-23972,31794,-0.44,0.04,-2.47,10028
+,-17036,-23816,20910,-0.27,-0.04,-2.48,10134
+,-16272,-24484,22500,-0.12,-0.07,-2.59,10241
+,-9762,-19212,13412,-0.01,-0.13,-2.54,10347
+,-10422,-16414,8972,0.14,-0.14,-2.46,10453
+,-5994,-11924,-3332,0.29,-0.18,-2.38,10560
+,-1506,-5546,-15364,0.42,-0.20,-2.32,10667
+,-1094,-2700,-15850,0.52,-0.20,-2.26,10774
+,1236,-2424,-13612,0.55,-0.17,-2.21,10881
+,-2186,-2286,-12726,0.53,-0.15,-2.19,10989
+,-2306,-5594,-3474,0.43,-0.09,-2.13,11096
+,-1744,-9220,5922,0.25,-0.03,-2.06,11203
+,-7916,-11442,21094,0.01,0.07,-2.05,11310
+,-6972,-12056,31222,-0.20,0.19,-2.07,11417
+,-10992,-7638,32767,-0.39,0.26,-2.12,11524
+,-6874,-6406,32767,-0.49,0.30,-2.11,11631
+,-9986,-3900,32767,-0.53,0.31,-2.06,11737
+,-5560,-10460,32767,-0.45,0.29,-1.96,11844
+,-5156,-11480,32767,-0.34,0.22,-1.89,11951
+,-4560,-16482,30514,-0.19,0.16,-1.86,12058
+,-4560,-16482,30514,-0.19,0.16,-1.86,12212
+,-21536,2452,14364,0.05,0.07,-2.21,12320
+,-12990,-5012,14246,0.06,0.11,-2.01,12427
+,-12484,-7566,16170,0.08,0.17,-1.80,12533
+,-8026,-7596,17128,0.11,0.21,-1.59,12639
+,6328,-14078,20260,0.12,0.25,-1.38,12746
+,20632,-16910,31206,0.09,0.23,-1.21,12852
+,14970,-9972,24236,0.11,0.19,-1.10,12958
+,8510,-4786,18664,0.17,0.12,-1.03,13064
+,-546,4704,19020,0.24,0.06,-0.94,13171
+,834,4930,10546,0.34,-0.05,-0.86,13277
=======
+,2988,-2832,17052,0.02,-0.02,-0.06,2034
+,4080,-1326,17024,0.02,-0.05,-0.14,2140
+,4286,-3366,16408,0.02,-0.05,-0.23,2246
+,4938,1134,18828,0.01,-0.04,-0.32,2353
+,4690,-5100,15686,-0.01,-0.03,-0.39,2459
+,7170,176,15330,-0.01,-0.05,-0.42,2565
+,6156,-1914,19030,-0.00,-0.07,-0.44,2671
+,6006,-3162,17926,-0.05,-0.10,-0.48,2778
+,2542,-3052,16838,-0.10,-0.11,-0.58,2884
+,-2270,-1748,17852,-0.15,-0.14,-0.66,2990
+,-4312,-1044,17128,-0.19,-0.14,-0.72,3096
+,-5270,-1078,15272,-0.25,-0.13,-0.81,3203
+,-5360,10,11398,-0.30,-0.08,-0.91,3395
+,-462,-142,11636,-0.31,-0.03,-1.10,3502
+,5240,-1024,13964,-0.30,-0.01,-1.30,3608
+,5266,-164,14050,-0.29,0.01,-1.47,3715
+,6532,-2556,10572,-0.30,0.03,-1.61,3822
+,8044,-3490,11764,-0.28,0.04,-1.76,3929
+,8178,-5572,15822,-0.22,0.05,-1.83,4036
+,10208,-6080,17000,-0.15,0.02,-1.84,4143
+,9968,-4272,21520,-0.08,0.00,-1.80,4249
+,-36,-1502,25062,0.00,-0.01,-1.91,4356
+,-4294,-1582,27290,-0.00,-0.11,-1.95,4463
+,-12548,-588,24872,-0.07,-0.08,-1.92,4570
+,-9734,1960,21430,-0.17,-0.09,-1.93,4684
+,-3328,1962,12120,-0.32,-0.07,-2.03,4791
+,3376,304,4354,-0.43,-0.06,-2.20,4897
+,8174,-506,4448,-0.44,-0.04,-2.38,5004
+,10970,-1154,7602,-0.37,-0.02,-2.53,5111
+,11912,-2616,12332,-0.27,0.00,-2.56,5218
+,11912,-2616,12332,-0.27,0.00,-2.56,5375
+,11816,3636,11334,-0.11,-0.06,2.87,5481
+,10552,4084,17130,0.01,-0.08,2.93,5588
+,8964,4230,23654,0.12,-0.07,3.08,5694
+,2622,2990,26996,0.17,-0.12,-3.10,5800
+,-2518,3496,28550,0.17,-0.19,-3.02,5907
+,-8576,4532,23890,0.08,-0.19,-2.94,6015
+,-8000,3096,14910,-0.07,-0.17,-2.84,6121
+,-3526,3304,7104,-0.20,-0.10,-2.81,6227
+,4752,3214,7550,-0.21,-0.05,-2.89,6334
+,9620,2896,10610,-0.17,-0.02,-2.96,6440
+,10672,2104,12686,-0.11,-0.03,-2.93,6546
+,11030,848,17512,-0.03,-0.06,-2.82,6653
+,3862,760,23146,0.05,-0.07,-2.68,6759
+,-1438,1428,27606,0.09,-0.15,-2.60,6865
+,-5038,2724,24454,0.05,-0.15,-2.48,6972
+,-5684,2966,18032,-0.03,-0.14,-2.39,7078
+,-4086,2368,10284,-0.14,-0.10,-2.36,7185
+,-84,1918,5506,-0.21,-0.04,-2.38,7294
+,4338,1904,6108,-0.19,0.01,-2.42,7400
+,9796,2690,12434,-0.09,0.03,-2.41,7507
+,6270,3854,19540,0.04,0.03,-2.31,7614
+,4232,3708,24710,0.14,0.03,-2.13,7721
+,1146,3324,27486,0.18,-0.04,-2.17,7828
+,-3876,3302,28936,0.16,-0.07,-2.13,7935
+,-3960,3290,22516,0.07,-0.08,-2.08,8042
+,-3198,2052,11486,-0.07,-0.07,-2.02,8148
+,-2344,226,5002,-0.20,-0.03,-1.99,8255
+,-410,1142,4340,-0.22,0.01,-2.00,8362
+,3836,1668,5220,-0.19,0.07,-2.02,8469
+,8084,3830,12564,-0.08,0.09,-2.00,8576
+,5702,5734,22356,0.09,0.09,-1.88,8685
+,5702,5734,22356,0.09,0.09,-1.88,8842
+,3588,2258,23076,-0.10,0.02,-1.85,8948
+,470,1832,27720,-0.02,-0.01,-1.80,9054
+,-3998,578,26450,-0.02,-0.05,-1.77,9161
+,-4878,50,21638,-0.06,-0.07,-1.80,9267
+,-2594,-450,14948,-0.14,-0.09,-1.87,9373
+,-2070,-734,10468,-0.22,-0.09,-1.91,9480
+,-2234,590,8902,-0.25,-0.06,-1.94,9586
+,4372,1428,7426,-0.26,-0.03,-1.99,9692
+,9166,1500,8780,-0.23,-0.03,-2.05,9798
+,9518,2432,15464,-0.14,-0.03,-2.04,9905
+,6860,3026,21808,-0.02,-0.02,-1.97,10013
+,2138,2874,26156,0.05,-0.07,-1.87,10119
+,-5588,2034,25742,0.06,-0.10,-1.84,10226
+,-6334,602,20486,0.01,-0.13,-1.85,10332
+,-5700,772,14636,-0.05,-0.13,-1.86,10438
+,-1986,1042,10780,-0.10,-0.14,-1.90,10545
+,-672,2570,9276,-0.12,-0.12,-1.96,10652
+,8146,3472,11486,-0.09,-0.10,-2.07,10759
+,10396,2728,14818,-0.04,-0.08,-2.17,10866
+,8544,2038,19900,0.02,-0.06,-2.18,10973
+,2462,2312,23856,0.08,-0.07,-2.13,11079
+,-1722,1826,24528,0.09,-0.11,-2.09,11186
+,-4158,1220,20220,0.04,-0.12,-2.13,11295
+,-3218,966,14850,-0.04,-0.13,-2.15,11402
+,-2722,1254,11370,-0.09,-0.12,-2.15,11509
+,-160,1726,8988,-0.12,-0.10,-2.17,11616
+,4008,1938,8340,-0.12,-0.07,-2.20,11723
+,8092,2120,10240,-0.09,-0.03,-2.26,11829
+,8494,2570,17116,-0.00,-0.00,-2.27,11936
+,3102,3444,23062,0.09,0.02,-2.19,12043
+,-538,3698,26544,0.14,-0.03,-2.14,12150
+,-538,3698,26544,0.14,-0.03,-2.14,12307
+,7324,2338,16840,-0.05,-0.02,-2.24,12413
+,3034,3324,21512,0.02,0.04,-2.17,12520
+,-1726,3192,24384,0.07,0.05,-2.05,12628
+,-4956,2648,24584,0.07,0.02,-1.97,12734
+,-6694,1554,20394,0.02,-0.00,-1.96,12841
+,-5872,670,16628,-0.06,-0.04,-1.98,12947
+,-5250,672,13624,-0.13,-0.04,-2.00,13053
+,-3492,758,12230,-0.17,-0.03,-2.03,13160
+,488,1118,10644,-0.19,-0.02,-2.07,13266
+,4214,1086,10056,-0.21,-0.00,-2.13,13372
+,8650,624,11384,-0.19,0.00,-2.18,13478
+,8732,1292,15970,-0.13,-0.00,-2.19,13585
+,4276,2134,21168,-0.04,0.01,-2.13,13691
+,1726,1832,23368,0.02,-0.01,-2.06,13797
+,-1212,884,22156,0.03,-0.03,-1.99,13906
+,-3356,140,19806,0.00,-0.04,-1.96,14013
+,-3862,-304,17632,-0.03,-0.05,-1.94,14119
+,-4238,-484,16034,-0.07,-0.06,-1.94,14226
+,-3976,-196,15052,-0.10,-0.05,-1.96,14333
+,-2790,820,14298,-0.12,-0.05,-1.99,14440
+,2018,1280,13132,-0.14,-0.04,-2.03,14547
+,4482,660,11618,-0.16,-0.03,-2.04,14654
+,5388,494,13330,-0.15,-0.03,-2.04,14760
+,4478,580,16142,-0.10,-0.02,-2.04,14867
+,2674,658,18662,-0.05,-0.03,-2.03,14974
+,1152,848,19568,-0.02,-0.05,-2.00,15081
+,1452,538,18490,-0.01,-0.07,-1.98,15190
+,938,290,17672,-0.01,-0.08,-1.97,15297
+,482,262,16738,-0.02,-0.09,-1.99,15404
+,644,534,17426,-0.02,-0.09,-1.99,15510
+,360,454,16404,-0.04,-0.09,-1.98,15617
+,360,454,16404,-0.04,-0.09,-1.98,15774
+,-1158,498,6786,-0.14,-0.09,-1.81,15881
+,2736,1476,8416,-0.12,-0.09,-1.92,15987
+,8626,2102,11950,-0.03,-0.07,-2.01,16093
+,10302,3824,17696,0.09,-0.07,-2.06,16200
+,8236,5134,23794,0.22,-0.05,-2.19,16306
+,3208,6040,27152,0.27,-0.07,-2.27,16412
+,-2136,5388,25440,0.23,-0.08,-2.21,16521
+,-1674,3202,19710,0.11,-0.08,-2.15,16627
+,-2446,1280,13448,-0.04,-0.07,-2.08,16733
+,-1514,-910,8204,-0.17,-0.07,-2.05,16840
+,-1166,-2032,5344,-0.23,-0.04,-2.06,16946
+,432,-1566,5250,-0.20,0.00,-2.06,17052
+,798,1214,8804,-0.07,0.05,-2.07,17158
+,1008,5738,19270,0.13,0.08,-2.08,17265
+,3278,6444,25730,0.26,0.10,-2.34,17371
+,-1394,6904,24428,0.28,0.08,-2.53,17478
+,-564,5464,25704,0.26,0.06,-2.48,17585
+,-206,4946,24098,0.21,0.05,-2.40,17692
+,418,4012,19020,0.09,0.00,-2.32,17798
+,-202,882,11960,-0.09,0.01,-2.26,17907
+,-84,-1878,6822,-0.23,-0.01,-2.22,18014
+,-584,-3204,4844,-0.29,-0.00,-2.16,18121
+,-8,-1618,6220,-0.25,0.01,-2.13,18228
+,942,-18,12864,-0.13,0.00,-2.10,18335
+,340,2100,19074,0.01,0.01,-2.10,18441
+,-816,3058,23148,0.12,-0.00,-2.20,18548
+,1932,4190,25862,0.19,-0.01,-2.20,18655
+,-272,4788,26640,0.20,-0.02,-2.16,18762
+,1588,4552,24102,0.14,-0.03,-2.14,18869
+,710,2174,16430,-0.01,-0.02,-2.16,18976
+,1434,-572,9606,-0.18,-0.03,-2.14,19083
+,1434,-572,9606,-0.18,-0.03,-2.14,19242
+,846,2578,24676,0.04,-0.09,-2.13,19348
+,1402,1306,19186,-0.02,-0.08,-2.12,19454
+,2102,1002,17880,-0.07,-0.10,-2.13,19561
+,1030,1496,15616,-0.12,-0.11,-2.13,19667
+,1470,-50,10190,-0.20,-0.11,-2.11,19773
+,1048,-1630,6716,-0.27,-0.11,-2.09,19880
+,358,-1076,6728,-0.28,-0.11,-2.10,19986
+,1438,200,11246,-0.20,-0.12,-2.10,20092
+,962,1280,17624,-0.08,-0.11,-2.12,20199
+,2744,3066,23706,0.05,-0.10,-2.14,20305
+,2292,3246,28750,0.12,-0.10,-2.14,20411
+,2440,2890,25908,0.11,-0.09,-2.17,20520
+,1788,1084,19788,0.01,-0.09,-2.22,20626
+,1070,968,14352,-0.08,-0.10,-2.28,20732
+,1500,-126,10418,-0.17,-0.12,-2.31,20839
+,1508,-838,7984,-0.24,-0.15,-2.30,20945
+,1780,-894,6774,-0.27,-0.17,-2.29,21052
+,1490,-1068,9134,-0.25,-0.18,-2.31,21159
+,2268,650,13950,-0.17,-0.19,-2.38,21266
+,3960,296,20468,-0.09,-0.19,-2.46,21373
+,1740,162,24440,-0.01,-0.17,-2.49,21480
+,954,-726,25876,0.02,-0.15,-2.51,21586
+,1574,-1500,23530,-0.01,-0.15,-2.57,21693
+,1920,-1522,19768,-0.08,-0.16,-2.65,21802
+,2156,-726,16024,-0.15,-0.19,-2.72,21909
+,2510,-864,12426,-0.24,-0.22,-2.72,22016
+,3096,-1496,11200,-0.31,-0.25,-2.70,22123
+,3354,-2618,9606,-0.36,-0.25,-2.68,22230
+,2932,-2620,7632,-0.38,-0.26,-2.71,22336
+,3242,-2482,7188,-0.38,-0.25,-2.73,22443
+,2338,-1576,9334,-0.32,-0.23,-2.74,22550
+,2338,-1576,9334,-0.32,-0.23,-2.74,22707
+,28,1464,15718,0.08,-0.05,-2.80,22813
+,-622,736,12368,0.00,-0.08,-2.75,22920
+,-662,148,9704,-0.06,-0.09,-2.63,23026
+,-2126,160,7486,-0.08,-0.10,-2.49,23147
+,-850,94,7466,-0.07,-0.09,-2.38,23254
+,2022,2466,15330,0.03,-0.09,-2.30,23360
+,3192,4940,21230,0.17,-0.08,-2.24,23466
+,3996,3052,21758,0.21,-0.07,-2.14,23573
+,3076,2580,21706,0.22,-0.08,-2.04,23679
+,2650,2400,22670,0.22,-0.09,-1.95,23785
+,936,1828,19972,0.18,-0.10,-1.84,23891
+,1504,684,14640,0.10,-0.12,-1.74,23998
+,2088,-428,10794,0.02,-0.13,-1.66,24104
+,2418,-694,8196,-0.03,-0.13,-1.58,24210
+,3326,-358,10352,-0.03,-0.14,-1.48,24317
+,1696,1976,19216,0.05,-0.14,-1.38,24423
+,1680,3188,24704,0.12,-0.12,-1.29,24533
+,1386,2048,22732,0.09,-0.10,-1.22,24640
+,2340,-222,17538,0.00,-0.11,-1.16,24747
+,3202,-1450,13168,-0.08,-0.13,-1.09,24853
+,3956,-1702,11140,-0.14,-0.15,-1.05,24960
+,3358,-1374,8796,-0.18,-0.15,-1.02,25067
+,3622,-1850,9484,-0.20,-0.16,-1.00,25174
+,3678,-648,16392,-0.12,-0.17,-0.95,25281
+,2540,126,20392,-0.04,-0.17,-0.87,25387
+,3314,-958,19562,-0.02,-0.15,-0.77,25494
+,1726,-524,20828,-0.02,-0.15,-0.69,25601
+,816,132,21866,-0.03,-0.14,-0.63,25708
+,1610,-456,18300,-0.08,-0.15,-0.59,25817
+,1280,-1932,10742,-0.18,-0.16,-0.55,25924
+,1788,-2394,6224,-0.26,-0.19,-0.52,26031
+,1788,-2394,6224,-0.26,-0.19,-0.52,26185
+,7150,6474,27650,-0.03,0.00,0.38,26291
+,5416,5400,24718,-0.02,-0.01,0.24,26397
+,5174,3090,17302,-0.06,-0.04,0.16,26504
+,3938,1374,14576,-0.14,-0.06,0.13,26610
+,602,1650,13094,-0.20,-0.08,0.15,26716
+,-2068,970,11984,-0.25,-0.09,0.16,26822
+,-2812,654,10258,-0.29,-0.08,0.16,26929
+,-4670,444,10460,-0.30,-0.07,0.17,27035
+,-4562,-356,11762,-0.27,-0.06,0.18,27143
+,-4244,-502,14640,-0.20,-0.03,0.13,27250
+,-2072,-986,20498,-0.10,0.00,0.07,27356
+,-1530,-178,26106,-0.02,0.01,-0.01,27462
+,-1424,-1136,24538,-0.02,0.02,-0.09,27568
+,-1576,-2024,20976,-0.07,0.02,-0.16,27675
+,-3578,-1618,17682,-0.12,0.00,-0.23,27781
+,-3994,-810,16150,-0.17,-0.01,-0.31,27887
+,-864,-288,14458,-0.22,-0.03,-0.43,27994
+,530,82,12688,-0.25,-0.05,-0.59,28101
+,3230,96,13012,-0.27,-0.09,-0.76,28208
+,1734,1256,14914,-0.24,-0.10,-0.91,28315
+,1294,3114,13854,-0.21,-0.11,-1.06,28423
+,5030,2036,13698,-0.20,-0.14,-1.24,28530
+,4520,744,14888,-0.16,-0.15,-1.43,28637
+,2308,1332,21420,-0.08,-0.14,-1.59,28744
+,792,2588,23338,-0.04,-0.16,-1.71,28851
+,70,576,20258,-0.09,-0.17,-1.84,28958
+,896,80,16920,-0.17,-0.21,-1.96,29064
+,1164,-1720,13434,-0.26,-0.23,-2.10,29171
+,2594,-3074,12424,-0.32,-0.25,-2.25,29278
+,2998,-4076,13408,-0.36,-0.30,-2.40,29385
+,3142,-3970,14324,-0.36,-0.31,-2.55,29492
+,3142,-3970,14324,-0.36,-0.31,-2.55,29649
+,-344,-14350,12460,-0.80,0.10,2.16,29757
+,-2192,-13746,11654,-0.80,0.12,2.33,29864
+,-1354,-13216,13068,-0.78,0.13,2.45,29970
+,-1244,-12918,11846,-0.78,0.12,2.58,30076
+,-758,-15588,12700,-0.78,0.10,2.72,30183
+,-2144,-9302,12260,-0.72,0.08,2.84,30289
+,-394,-6774,13036,-0.67,0.05,2.98,30395
+,-1520,-7036,14932,-0.64,0.05,3.09,30502
+,-2592,-5780,15554,-0.60,0.06,-3.09,30608
+,-1212,-5912,15684,-0.57,0.05,-2.99,30714
+,-638,-5892,14734,-0.55,0.04,-2.90,30821
+,-1468,-6934,13738,-0.55,0.04,-2.79,30929
+,-340,-7668,13668,-0.56,0.02,-2.68,31035
+,-1514,-8028,13636,-0.54,0.02,-2.58,31142
+,-754,-7010,12870,-0.50,0.01,-2.46,31248
+,-1022,-6764,13870,-0.47,0.04,-2.38,31355
+,-2060,-6736,13220,-0.44,0.07,-2.29,31462
+,-3150,-6800,13452,-0.45,0.12,-2.21,31568
+,-3430,-6878,13146,-0.46,0.14,-2.14,31675
+,-3488,-7094,12582,-0.47,0.14,-2.04,31782
+,-4630,-5772,13300,-0.48,0.16,-1.96,31889
+,-3194,-5462,12994,-0.49,0.15,-1.86,31996
+,-3574,-5948,15210,-0.50,0.14,-1.78,32103
+,-2706,-4674,16014,-0.50,0.16,-1.70,32212
+,-1902,-3864,16936,-0.50,0.16,-1.60,32318
+,-1008,-3500,16166,-0.50,0.16,-1.51,32425
+,-2664,-6152,15168,-0.51,0.18,-1.40,32532
+,-1882,-7804,14596,-0.49,0.17,-1.29,32639
+,-4628,-7802,16088,-0.45,0.18,-1.20,32746
+,-3404,-6186,15908,-0.38,0.17,-1.13,32853
+,-2804,-6400,16174,-0.34,0.17,-1.07,32959
+,-2804,-6400,16174,-0.34,0.17,-1.07,33116
+,2410,-5256,14150,-0.36,-0.09,-0.76,33223
+,2226,-5182,14910,-0.36,-0.10,-0.76,33329
+,2394,-5212,15220,-0.35,-0.10,-0.76,33435
+,2404,-5790,15420,-0.35,-0.11,-0.77,33544
+,2704,-6384,15034,-0.36,-0.11,-0.78,33650
+,2448,-6318,14828,-0.36,-0.10,-0.78,33756
+,3096,-6200,15044,-0.36,-0.10,-0.80,33863
+,2690,-6760,14472,-0.37,-0.10,-0.82,33969
+,2870,-6924,14594,-0.40,-0.10,-0.84,34075
+,2880,-6650,14572,-0.42,-0.11,-0.85,34181
+,1908,-7042,15590,-0.45,-0.11,-0.86,34288
+,1158,-6780,14914,-0.47,-0.11,-0.89,34394
+,290,-6198,16758,-0.49,-0.11,-0.90,34500
+,1290,-6328,16346,-0.48,-0.11,-0.94,34607
+,714,-5380,16248,-0.48,-0.11,-0.97,34715
+,114,-6612,15408,-0.50,-0.10,-0.99,34822
+,582,-6558,15364,-0.53,-0.10,-1.00,34929
+,366,-6862,15350,-0.54,-0.09,-0.99,35035
+,-450,-6596,13788,-0.54,-0.07,-0.96,35142
+,296,-6914,15078,-0.55,-0.08,-0.89,35249
+,30,-6828,14272,-0.57,-0.07,-0.80,35356
+,-294,-8880,15060,-0.60,-0.07,-0.69,35463
+,314,-8572,13698,-0.63,-0.06,-0.57,35570
+,-1042,-10194,12842,-0.65,-0.04,-0.46,35676
+,-1180,-9566,12320,-0.66,-0.02,-0.38,35783
+,-1580,-10210,12208,-0.65,-0.01,-0.31,35890
+,84,-9868,13576,-0.63,-0.03,-0.24,35999
+,234,-9976,14416,-0.62,-0.04,-0.20,36106
+,-18,-10400,14096,-0.63,-0.04,-0.16,36213
+,-68,-10882,13146,-0.65,-0.03,-0.15,36319
+,740,-10860,12856,-0.67,-0.03,-0.13,36426
+,740,-10860,12856,-0.67,-0.03,-0.13,36583
+,-290,-14172,8234,-1.07,0.02,-0.17,36690
+,-232,-14216,8318,-1.07,0.03,-0.21,36796
+,-238,-14174,8284,-1.07,0.03,-0.24,36902
+,-212,-14184,8298,-1.07,0.03,-0.26,37009
+,-196,-14180,8308,-1.08,0.03,-0.29,37115
+,-222,-14216,8314,-1.08,0.03,-0.31,37221
+,-218,-14196,8314,-1.08,0.03,-0.34,37330
+,-204,-14166,8296,-1.08,0.03,-0.35,37436
+,-268,-14296,8256,-1.08,0.03,-0.37,37542
+,-240,-14204,8338,-1.08,0.03,-0.38,37648
+,-246,-14172,8282,-1.08,0.03,-0.39,37755
+,-218,-14186,8282,-1.08,0.03,-0.40,37861
+,-238,-14182,8308,-1.08,0.03,-0.40,37967
+,-212,-14168,8322,-1.08,0.03,-0.41,38074
+,-224,-14178,8268,-1.08,0.03,-0.42,38180
+,-222,-14164,8316,-1.08,0.03,-0.44,38287
+,-236,-14172,8298,-1.08,0.03,-0.44,38394
+,-256,-14200,8326,-1.08,0.03,-0.46,38501
+,-220,-14188,8346,-1.08,0.03,-0.46,38609
+,-216,-14168,8308,-1.08,0.03,-0.46,38716
+,-240,-14216,8336,-1.08,0.03,-0.46,38823
+,-210,-14174,8300,-1.08,0.03,-0.46,38930
+,-214,-14152,8294,-1.08,0.03,-0.47,39037
+,-224,-14168,8326,-1.08,0.03,-0.47,39144
+,-206,-14204,8312,-1.08,0.03,-0.48,39250
+,-218,-14182,8376,-1.08,0.03,-0.48,39357
+,-200,-14186,8354,-1.08,0.03,-0.48,39464
+,-220,-14188,8336,-1.08,0.03,-0.48,39571
+,-218,-14170,8272,-1.08,0.03,-0.48,39678
+,-224,-14140,8322,-1.09,0.03,-0.47,39785
+,-240,-14198,8334,-1.09,0.03,-0.48,39894
+,-240,-14198,8334,-1.09,0.03,-0.48,40051
+,-214,-14220,8262,-1.09,0.03,-0.47,40157
+,-196,-14198,8274,-1.09,0.03,-0.47,40263
+,-232,-14192,8232,-1.09,0.03,-0.48,40370
+,-248,-14172,8254,-1.09,0.03,-0.49,40476
+,-248,-14196,8240,-1.09,0.03,-0.49,40582
+,-238,-14208,8294,-1.09,0.03,-0.50,40689
+,-204,-14174,8260,-1.09,0.03,-0.51,40795
+,-232,-14170,8276,-1.09,0.03,-0.50,40901
+,-190,-14204,8310,-1.09,0.03,-0.50,41007
+,-222,-14198,8266,-1.09,0.03,-0.51,41114
+,-252,-14200,8258,-1.09,0.03,-0.51,41222
+,-180,-14134,8214,-1.09,0.03,-0.50,41328
+,-180,-14222,8276,-1.09,0.03,-0.51,41435
+,-242,-14242,8316,-1.09,0.03,-0.51,41541
+,-214,-14164,8262,-1.09,0.03,-0.52,41647
+,-214,-14214,8254,-1.09,0.03,-0.52,41754
+,-226,-14238,8316,-1.09,0.03,-0.52,41861
+,-204,-14184,8252,-1.09,0.03,-0.51,41968
+,-208,-14170,8236,-1.09,0.04,-0.51,42075
+,-200,-14208,8278,-1.09,0.04,-0.52,42182
+,-252,-14176,8260,-1.09,0.03,-0.51,42288
+,-236,-14164,8274,-1.09,0.04,-0.52,42395
+,-198,-14154,8244,-1.09,0.04,-0.52,42504
+,-208,-14188,8266,-1.09,0.04,-0.52,42611
+,-220,-14178,8302,-1.09,0.03,-0.52,42718
+,-232,-14180,8212,-1.09,0.03,-0.52,42825
+,-202,-14158,8264,-1.09,0.03,-0.51,42931
